"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-1"
"Title :","[Population, Households, Sex, Age and Marital status] Population by Sex - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","","/Tabulated variable Code","2020_01","2020_01","2020_01"
"","","","","","","/Tabulated variable Auxiliary Code","-","-","-"
"","","","","","","/Tabulated variable","Population[people]","Population[people]","Population[people]"
"","","","","","","/Sex Code","0","1","2"
"","","","","","","/Sex Auxiliary Code","-","-","-"
"Time Code","Time Auxiliary Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Auxiliary Code","All Municipalities (including those as of 2000)","/Sex","Total","Male","Female"
"2020000000","","2020","25364","","(Municipalities as of 2000) Tsuchiyama-cho","","6,920","3,475","3,445"
"2020000000","","2020","25365","","(Municipalities as of 2000) Koka-cho","","9,471","4,559","4,912"
"2020000000","","2020","25366","","(Municipalities as of 2000) Konan-cho","","20,293","9,933","10,360"
"2020000000","","2020","25367","","(Municipalities as of 2000) Shigaraki-cho","","10,909","5,432","5,477"
"2020000000","","2020","25210","","Yasu-shi","","50,513","25,121","25,392"
"2020000000","","2020","25342","","(Municipalities as of 2000) Chuzu-cho","","11,090","5,441","5,649"
"2020000000","","2020","25343","","(Municipalities as of 2000) Yasu-cho","","39,423","19,680","19,743"
"2020000000","","2020","25211","","Konan-shi","","54,460","28,168","26,292"
"2020000000","","2020","25361","","(Municipalities as of 2000) Ishibe-cho","","11,833","5,940","5,893"
"2020000000","","2020","25362","","(Municipalities as of 2000) Kosei-cho","","42,627","22,228","20,399"
"2020000000","","2020","25212","","Takashima-shi","","46,377","22,762","23,615"
"2020000000","","2020","25521","","(Municipalities as of 2000) Makino-cho","","5,230","2,515","2,715"
"2020000000","","2020","25522","","(Municipalities as of 2000) Imazu-cho","","11,379","5,824","5,555"
"2020000000","","2020","25523","","(Municipalities as of 2000) Kutsuki-mura","","1,545","743","802"
"2020000000","","2020","25524","","(Municipalities as of 2000) Adogawa-cho","","12,109","5,869","6,240"
"2020000000","","2020","25525","","(Municipalities as of 2000) Takashima-cho","","5,691","2,713","2,978"
"2020000000","","2020","25526","","(Municipalities as of 2000) Shinasahi-cho","","10,423","5,098","5,325"
"2020000000","","2020","25213","","Higashiomi-shi","","112,819","56,296","56,523"
"2020000000","","2020","25205","","(Municipalities as of 2000) Yokaichi-shi","","45,981","23,449","22,532"
"2020000000","","2020","25382","","(Municipalities as of 2000) Gamo-cho","","14,000","6,895","7,105"
"2020000000","","2020","25401","","(Municipalities as of 2000) Eigenji-cho","","4,913","2,404","2,509"
"2020000000","","2020","25402","","(Municipalities as of 2000) Gokasho-cho","","12,108","5,967","6,141"
"2020000000","","2020","25403","","(Municipalities as of 2000) Notogawa-cho","","22,978","11,336","11,642"
"2020000000","","2020","25421","","(Municipalities as of 2000) Aito-cho","","4,636","2,233","2,403"
"2020000000","","2020","25422","","(Municipalities as of 2000) Koto-cho","","8,203","4,012","4,191"
"2020000000","","2020","25214","","Maibara-shi","","37,225","18,051","19,174"
"2020000000","","2020","25461","","(Municipalities as of 2000) Santo-cho","","11,542","5,512","6,030"
"2020000000","","2020","25462","","(Municipalities as of 2000) Ibuki-cho","","4,877","2,379","2,498"
"2020000000","","2020","25463","","(Municipalities as of 2000) Maihara-cho","","10,888","5,304","5,584"
"2020000000","","2020","25464","","(Municipalities as of 2000) Omi-cho","","9,918","4,856","5,062"
"2020000000","","2020","25383","","Hino-cho","","20,964","10,555","10,409"
"2020000000","","2020","25384","","Ryuo-cho","","11,789","6,192","5,597"
"2020000000","","2020","25425","","Aisho-cho","","20,893","10,373","10,520"
"2020000000","","2020","25423","","(Municipalities as of 2000) Hatasho-cho","","7,663","3,726","3,937"
"2020000000","","2020","25424","","(Municipalities as of 2000) Echigawa-cho","","13,230","6,647","6,583"
"2020000000","","2020","25441","","Toyosato-cho","","7,132","3,458","3,674"
"2020000000","","2020","25442","","Koura-cho","","6,362","3,060","3,302"
"2020000000","","2020","25443","","Taga-cho","","7,274","3,504","3,770"
"2020000000","","2020","26000","","Kyoto-fu","","2,578,087","1,231,468","1,346,619"
"2020000000","","2020","26100","","Kyoto-shi","","1,463,723","692,279","771,444"
"2020000000","","2020","2610B","","(Municipalities as of 2000) Kyoto-shi","","1,459,227","690,115","769,112"
"2020000000","","2020","26101","","Kyoto-shi Kita-ku","","117,165","55,738","61,427"
"2020000000","","2020","26102","","Kyoto-shi Kamigyo-ku","","83,832","38,518","45,314"
"2020000000","","2020","26103","","Kyoto-shi Sakyo-ku","","166,039","79,943","86,096"
"2020000000","","2020","26104","","Kyoto-shi Nakagyo-ku","","110,488","50,549","59,939"
"2020000000","","2020","26105","","Kyoto-shi Higashiyama-ku","","36,602","16,078","20,524"
"2020000000","","2020","26106","","Kyoto-shi Shimogyo-ku","","82,784","38,121","44,663"
"2020000000","","2020","26107","","Kyoto-shi Minami-ku","","101,970","50,617","51,353"
"2020000000","","2020","26108","","Kyoto-shi Ukyo-ku","","202,047","94,873","107,174"
"2020000000","","2020","2610C","","(Municipalities as of 2000) Kyoto-shi Ukyo-ku","","197,551","92,709","104,842"
"2020000000","","2020","26381","","(Municipalities as of 2000) Keihoku-cho","","4,496","2,164","2,332"
"2020000000","","2020","26109","","Kyoto-shi Fushimi-ku","","277,858","133,097","144,761"
"2020000000","","2020","26110","","Kyoto-shi Yamashina-ku","","135,101","63,532","71,569"
"2020000000","","2020","26111","","Kyoto-shi Nishikyo-ku","","149,837","71,213","78,624"
"2020000000","","2020","26201","","Fukuchiyama-shi","","77,306","38,504","38,802"
"2020000000","","2020","2620B","","(Municipalities as of 2000) Fukuchiyama-shi","","67,256","33,684","33,572"
"2020000000","","2020","26421","","(Municipalities as of 2000) Miwa-cho","","3,048","1,482","1,566"
"2020000000","","2020","26422","","(Municipalities as of 2000) Yakuno-cho","","3,067","1,480","1,587"
"2020000000","","2020","26441","","(Municipalities as of 2000) Oe-cho","","3,935","1,858","2,077"
"2020000000","","2020","26202","","Maizuru-shi","","80,336","40,244","40,092"
"2020000000","","2020","26203","","Ayabe-shi","","31,846","15,239","16,607"
"2020000000","","2020","26204","","Uji-shi","","179,630","86,301","93,329"
"2020000000","","2020","26205","","Miyazu-shi","","16,758","7,942","8,816"
"2020000000","","2020","26206","","Kameoka-shi","","86,174","41,654","44,520"
"2020000000","","2020","26207","","Joyo-shi","","74,607","35,864","38,743"
"2020000000","","2020","26208","","Muko-shi","","56,859","27,119","29,740"
"2020000000","","2020","26209","","Nagaokakyo-shi","","80,608","38,793","41,815"
"2020000000","","2020","26210","","Yawata-shi","","70,433","34,030","36,403"
"2020000000","","2020","26211","","Kyotanabe-shi","","73,753","36,111","37,642"
"2020000000","","2020","26212","","Kyotango-shi","","50,860","24,357","26,503"
"2020000000","","2020","26481","","(Municipalities as of 2000) Mineyama-cho","","11,337","5,471","5,866"
"2020000000","","2020","26482","","(Municipalities as of 2000) Omiya-cho","","9,575","4,605","4,970"
"2020000000","","2020","26501","","(Municipalities as of 2000) Amino-cho","","11,778","5,648","6,130"
"2020000000","","2020","26502","","(Municipalities as of 2000) Tango-cho","","4,657","2,259","2,398"
"2020000000","","2020","26503","","(Municipalities as of 2000) Yasaka-cho","","4,671","2,150","2,521"
"2020000000","","2020","26521","","(Municipalities as of 2000) Kumihama-cho","","8,842","4,224","4,618"
"2020000000","","2020","26213","","Nantan-shi","","31,629","15,392","16,237"
"2020000000","","2020","26382","","(Municipalities as of 2000) Miyama-cho","","3,383","1,621","1,762"
"2020000000","","2020","26401","","(Municipalities as of 2000) Sonobe-cho","","16,575","8,321","8,254"
"2020000000","","2020","26402","","(Municipalities as of 2000) Yagi-cho","","7,067","3,260","3,807"
"2020000000","","2020","26404","","(Municipalities as of 2000) Hiyoshi-cho","","4,604","2,190","2,414"
"2020000000","","2020","26214","","Kizugawa-shi","","77,907","37,295","40,612"
"2020000000","","2020","26361","","(Municipalities as of 2000) Yamashiro-cho","","7,958","3,787","4,171"
"2020000000","","2020","26362","","(Municipalities as of 2000) Kizu-cho","","57,253","27,493","29,760"
"2020000000","","2020","26363","","(Municipalities as of 2000) Kamo-cho","","12,696","6,015","6,681"
"2020000000","","2020","26303","","Oyamazaki-cho","","15,953","7,710","8,243"
"2020000000","","2020","26322","","Kumiyama-cho","","15,250","7,432","7,818"
"2020000000","","2020","26343","","Ide-cho","","7,406","3,594","3,812"
"2020000000","","2020","26344","","Ujitawara-cho","","8,911","4,501","4,410"
"2020000000","","2020","26364","","Kasagi-cho","","1,144","541","603"
"2020000000","","2020","26365","","Wazuka-cho","","3,478","1,617","1,861"
"2020000000","","2020","26366","","Seika-cho","","36,198","17,226","18,972"
"2020000000","","2020","26367","","Minamiyamashiro-mura","","2,391","1,125","1,266"
"2020000000","","2020","26407","","Kyotamba-cho","","12,907","6,113","6,794"
"2020000000","","2020","26403","","(Municipalities as of 2000) Tamba-cho","","6,583","3,110","3,473"
"2020000000","","2020","26405","","(Municipalities as of 2000) Mizuho-cho","","3,714","1,785","1,929"
"2020000000","","2020","26406","","(Municipalities as of 2000) Wachi-cho","","2,610","1,218","1,392"
"2020000000","","2020","26463","","Ine-cho","","1,928","946","982"
"2020000000","","2020","26465","","Yosano-cho","","20,092","9,539","10,553"
"2020000000","","2020","26461","","(Municipalities as of 2000) Kaya-cho","","5,932","2,791","3,141"
"2020000000","","2020","26462","","(Municipalities as of 2000) Iwataki-cho","","5,319","2,483","2,836"
"2020000000","","2020","26464","","(Municipalities as of 2000) Nodagawa-cho","","8,841","4,265","4,576"
"2020000000","","2020","27000","","Osaka-fu","","8,837,685","4,235,956","4,601,729"
"2020000000","","2020","27100","","Osaka-shi","","2,752,412","1,326,875","1,425,537"
"2020000000","","2020","27102","","Osaka-shi Miyakojima-ku","","107,904","51,763","56,141"
"2020000000","","2020","27103","","Osaka-shi Fukushima-ku","","79,328","37,633","41,695"
"2020000000","","2020","27104","","Osaka-shi Konohana-ku","","65,251","31,610","33,641"
"2020000000","","2020","27106","","Osaka-shi Nishi-ku","","105,862","49,586","56,276"
"2020000000","","2020","27107","","Osaka-shi Minato-ku","","80,948","39,498","41,450"
"2020000000","","2020","27108","","Osaka-shi Taisho-ku","","62,083","30,164","31,919"
"2020000000","","2020","27109","","Osaka-shi Tennoji-ku","","82,148","37,988","44,160"
"2020000000","","2020","27111","","Osaka-shi Naniwa-ku","","75,504","38,393","37,111"
"2020000000","","2020","27113","","Osaka-shi Nishiyodogawa-ku","","95,864","47,067","48,797"
"2020000000","","2020","27114","","Osaka-shi Higashiyodogawa-ku","","177,120","86,660","90,460"
"2020000000","","2020","27115","","Osaka-shi Higashinari-ku","","84,906","40,341","44,565"
"2020000000","","2020","27116","","Osaka-shi Ikuno-ku","","127,309","60,309","67,000"
"2020000000","","2020","27117","","Osaka-shi Asahi-ku","","89,670","42,676","46,994"
"2020000000","","2020","27118","","Osaka-shi Joto-ku","","169,043","80,220","88,823"
"2020000000","","2020","27119","","Osaka-shi Abeno-ku","","110,995","51,160","59,835"
"2020000000","","2020","27120","","Osaka-shi Sumiyoshi-ku","","153,056","71,193","81,863"
"2020000000","","2020","27121","","Osaka-shi Higashisumiyoshi-ku","","127,849","60,161","67,688"
"2020000000","","2020","27122","","Osaka-shi Nishinari-ku","","106,111","61,300","44,811"
"2020000000","","2020","27123","","Osaka-shi Yodogawa-ku","","183,444","91,327","92,117"
"2020000000","","2020","27124","","Osaka-shi Tsurumi-ku","","112,691","53,166","59,525"
"2020000000","","2020","27125","","Osaka-shi Suminoe-ku","","120,072","57,611","62,461"
"2020000000","","2020","27126","","Osaka-shi Hirano-ku","","192,152","90,568","101,584"
"2020000000","","2020","27127","","Osaka-shi Kita-ku","","139,376","67,805","71,571"
"2020000000","","2020","27128","","Osaka-shi Chuo-ku","","103,726","48,676","55,050"
"2020000000","","2020","27140","","Sakai-shi","","826,161","393,961","432,200"
"2020000000","","2020","27201","","(Municipalities as of 2000) Sakai-shi","","788,557","375,853","412,704"
"2020000000","","2020","27385","","(Municipalities as of 2000) Mihara-cho","","37,604","18,108","19,496"
"2020000000","","2020","27141","","Sakai-shi Sakai-ku","","148,682","73,620","75,062"
"2020000000","","2020","27142","","Sakai-shi Naka-ku","","121,236","58,081","63,155"
"2020000000","","2020","27143","","Sakai-shi Higashi-ku","","85,043","40,398","44,645"
"2020000000","","2020","27144","","Sakai-shi Nishi-ku","","135,375","64,546","70,829"
"2020000000","","2020","27145","","Sakai-shi Minami-ku","","138,464","64,156","74,308"
"2020000000","","2020","27146","","Sakai-shi Kita-ku","","159,757","75,052","84,705"
"2020000000","","2020","27147","","Sakai-shi Mihara-ku","","37,604","18,108","19,496"
"2020000000","","2020","27202","","Kishiwada-shi","","190,658","90,424","100,234"
"2020000000","","2020","27203","","Toyonaka-shi","","401,558","188,931","212,627"
"2020000000","","2020","27204","","Ikeda-shi","","104,993","49,992","55,001"
"2020000000","","2020","27205","","Suita-shi","","385,567","185,305","200,262"
"2020000000","","2020","27206","","Izumiotsu-shi","","74,412","35,224","39,188"
"2020000000","","2020","27207","","Takatsuki-shi","","352,698","168,081","184,617"
"2020000000","","2020","27208","","Kaizuka-shi","","84,443","40,482","43,961"
"2020000000","","2020","27209","","Moriguchi-shi","","143,096","69,204","73,892"
"2020000000","","2020","27210","","Hirakata-shi","","397,289","188,191","209,098"
"2020000000","","2020","27211","","Ibaraki-shi","","287,730","138,658","149,072"
"2020000000","","2020","27212","","Yao-shi","","264,642","125,858","138,784"
"2020000000","","2020","27213","","Izumisano-shi","","100,131","47,828","52,303"
"2020000000","","2020","27214","","Tondabayashi-shi","","108,699","50,919","57,780"
"2020000000","","2020","27215","","Neyagawa-shi","","229,733","110,807","118,926"
"2020000000","","2020","27216","","Kawachinagano-shi","","101,692","47,392","54,300"
"2020000000","","2020","27217","","Matsubara-shi","","117,641","56,535","61,106"
"2020000000","","2020","27218","","Daito-shi","","119,367","57,939","61,428"
"2020000000","","2020","27219","","Izumi-shi","","184,495","88,751","95,744"
"2020000000","","2020","27220","","Minoh-shi","","136,868","64,992","71,876"
"2020000000","","2020","27221","","Kashiwara-shi","","68,775","32,955","35,820"
"2020000000","","2020","27222","","Habikino-shi","","108,736","51,034","57,702"
"2020000000","","2020","27223","","Kadoma-shi","","119,764","58,772","60,992"
"2020000000","","2020","27224","","Settsu-shi","","87,456","43,166","44,290"
"2020000000","","2020","27225","","Takaishi-shi","","55,635","26,336","29,299"
"2020000000","","2020","27226","","Fujiidera-shi","","63,688","29,951","33,737"
"2020000000","","2020","27227","","Higashiosaka-shi","","493,940","240,288","253,652"
"2020000000","","2020","27228","","Sennan-shi","","60,102","28,718","31,384"
"2020000000","","2020","27229","","Shijonawate-shi","","55,177","26,744","28,433"
"2020000000","","2020","27230","","Katano-shi","","75,033","35,805","39,228"
"2020000000","","2020","27231","","Osakasayama-shi","","58,435","27,409","31,026"
"2020000000","","2020","27232","","Hannan-shi","","51,254","24,250","27,004"
"2020000000","","2020","27301","","Shimamoto-cho","","30,927","14,604","16,323"
"2020000000","","2020","27321","","Toyono-cho","","18,279","8,676","9,603"
"2020000000","","2020","27322","","Nose-cho","","9,079","4,361","4,718"
"2020000000","","2020","27341","","Tadaoka-cho","","16,567","7,965","8,602"
"2020000000","","2020","27361","","Kumatori-cho","","43,763","21,310","22,453"
"2020000000","","2020","27362","","Tajiri-cho","","8,434","4,176","4,258"
"2020000000","","2020","27366","","Misaki-cho","","14,741","6,816","7,925"
"2020000000","","2020","27381","","Taishi-cho","","13,009","6,331","6,678"
"2020000000","","2020","27382","","Kanan-cho","","15,697","7,621","8,076"
"2020000000","","2020","27383","","Chihayaakasaka-mura","","4,909","2,319","2,590"
"2020000000","","2020","28000","","Hyogo-ken","","5,465,002","2,599,756","2,865,246"
